Index_client;sexe;Age;Présence_enfant;Présence_conduite_accompagnee;Tranche_revenus;usage_vehicule;type_vehicule;points_perdus;age_vehicule;type_conduite;date_demande;etat_dossier;intervalle_devis
1080;M;23;Non;Non;[60k-80k€];Private;Minivan;5;10.0;Highly Urban/ Urban;21/04/2022 12:08;complet;[250-500€]
1081;F;27;Non;Non;[100k+€];Commercial;Panel Truck;2;1.0;Highly Urban/ Urban;19/01/2022 11:20;complet;[250-500€]
1082;M;75;Oui;Non;[100k+€];Private;Minivan;0;15.0;Highly Urban/ Urban;09/03/2022 20:30;complet;[250-500€]
1083;M;39;Non;Non;[80k-100k€];Private;Sports Car;3;17.0;Highly Urban/ Urban;01/03/2022 14:18;complet;[250-500€]
1084;M;19;Non;Non;[40k-60k€];Private;z_SUV;0;18.0;Highly Urban/ Urban;25/02/2022 19:38;complet;[250-500€]
1085;F;20;Oui;Non;[80k-100k€];Commercial;Minivan;0;1.0;Highly Urban/ Urban;06/04/2022 01:42;complet;[250-500€]
1086;F;72;Oui;Oui;[0-20k€];Private;Sports Car;4;4.0;Highly Urban/ Urban;04/04/2022 10:25;complet;[250-500€]
1087;F;39;Oui;Oui;[40k-60k€];Private;Minivan;5;1.0;Highly Urban/ Urban;04/02/2022 21:07;complet;[250-500€]
1089;F;22;Non;Non;[40k-60k€];Private;z_SUV;0;14.0;Highly Urban/ Urban;15/03/2022 18:00;complet;[250-500€]
1090;M;55;Oui;Non;[80k-100k€];Commercial;Van;3;1.0;Highly Urban/ Urban;23/01/2022 03:10;complet;[250-500€]
1091;M;68;Non;Non;[20k-40k€];Private;Pickup;0;1.0;Highly Urban/ Urban;18/02/2022 02:05;complet;[250-500€]
1092;F;60;Oui;Non;[20k-40k€];Private;Sports Car;8;6.0;Highly Urban/ Urban;09/02/2022 05:52;complet;[250-500€]
1093;F;47;Oui;Non;[60k-80k€];Commercial;Pickup;0;6.0;z_Highly Rural/ Rural;07/04/2022 03:39;complet;[250-500€]
1094;F;44;Non;Non;[80k-100k€];Commercial;Panel Truck;0;16.0;z_Highly Rural/ Rural;03/04/2022 15:51;complet;[250-500€]
1095;F;8;Oui;Oui;[0-20k€];Commercial;Pickup;0;19.0;Highly Urban/ Urban;01/03/2022 20:07;complet;[250-500€]
1096;F;56;Oui;Oui;[80k-100k€];Private;Minivan;5;13.0;Highly Urban/ Urban;31/03/2022 06:34;complet;[250-500€]
1097;F;48;Oui;Non;[0-20k€];Private;Minivan;4;8.0;Highly Urban/ Urban;24/01/2022 07:06;complet;[250-500€]
1098;F;60;Non;Non;[100k+€];Commercial;Panel Truck;1;0;z_Highly Rural/ Rural;24/02/2022 16:14;complet;[250-500€]
1099;M;5;Non;Non;[100k+€];Commercial;Minivan;4;12.0;Highly Urban/ Urban;26/01/2022 07:50;complet;[250-500€]
1101;M;41;Oui;Non;[100k+€];Private;Van;0;13.0;Highly Urban/ Urban;11/03/2022 02:37;complet;[750-1000€]
1102;F;72;Non;Non;[20k-40k€];Private;Minivan;2;9.0;z_Highly Rural/ Rural;08/03/2022 10:38;complet;[250-500€]
1103;M;40;Non;Non;[100k+€];Private;Minivan;1;8.0;Highly Urban/ Urban;15/04/2022 09:55;complet;[250-500€]
1104;F;59;Non;Non;[80k-100k€];Commercial;z_SUV;0;9.0;Highly Urban/ Urban;29/05/2022 18:16;complet;[250-500€]
1105;M;16;Non;Non;[100k+€];Private;Minivan;0;1.0;z_Highly Rural/ Rural;16/04/2022 13:39;complet;[250-500€]
1106;M;8;Oui;Oui;[100k+€];Commercial;Panel Truck;9;16.0;Highly Urban/ Urban;22/01/2022 05:58;complet;[250-500€]
1107;M;10;Non;Non;[60k-80k€];Commercial;Panel Truck;0;12.0;Highly Urban/ Urban;27/03/2022 20:38;complet;[250-500€]
1108;M;7;Oui;Non;[40k-60k€];Private;z_SUV;0;10.0;Highly Urban/ Urban;04/01/2022 05:01;complet;[250-500€]
1109;F;65;Non;Non;[80k-100k€];Commercial;Van;8;8.0;Highly Urban/ Urban;13/02/2022 15:16;complet;[250-500€]
1110;M;39;Oui;Non;[100k+€];Private;z_SUV;5;14.0;Highly Urban/ Urban;19/03/2022 20:36;complet;[250-500€]
1111;M;64;Non;Non;[0-20k€];Commercial;Pickup;1;1.0;Highly Urban/ Urban;23/03/2022 12:55;complet;[250-500€]
1112;M;34;Non;Non;[40k-60k€];Private;Sports Car;0;21.0;Highly Urban/ Urban;24/02/2022 13:26;complet;[250-500€]
1113;M;74;Non;Non;[0-20k€];Private;Sports Car;1;1.0;Highly Urban/ Urban;30/05/2022 19:44;complet;[250-500€]
1114;M;67;Non;Non;[20k-40k€];Private;Van;3;4.0;Highly Urban/ Urban;02/03/2022 11:38;complet;[250-500€]
1115;F;67;Non;Non;[40k-60k€];Private;Minivan;0;16.0;Highly Urban/ Urban;20/05/2022 22:56;complet;[250-500€]
1116;F;48;Non;Non;[40k-60k€];Private;Pickup;0;10.0;Highly Urban/ Urban;29/04/2022 03:01;complet;[250-500€]
1117;M;18;Oui;Non;[20k-40k€];Private;Pickup;1;7.0;Highly Urban/ Urban;25/01/2022 05:05;complet;[250-500€]
1118;F;42;Non;Non;[40k-60k€];Commercial;Pickup;1;1.0;Highly Urban/ Urban;03/03/2022 19:35;complet;[250-500€]
1119;M;82;Non;Non;[40k-60k€];Private;Minivan;0;9.0;Highly Urban/ Urban;16/02/2022 23:56;complet;[250-500€]
1120;F;32;Non;Non;[80k-100k€];Private;Minivan;1;12.0;Highly Urban/ Urban;08/04/2022 12:32;complet;[250-500€]
1121;M;22;Non;Non;[80k-100k€];Private;Sports Car;0;9.0;Highly Urban/ Urban;24/05/2022 09:52;complet;[250-500€]
1122;F;59;Non;Non;[100k+€];Commercial;Panel Truck;1;15.0;Highly Urban/ Urban;02/03/2022 00:49;complet;[250-500€]
1123;F;81;Non;Non;[100k+€];Commercial;Panel Truck;1;12.0;Highly Urban/ Urban;09/02/2022 22:53;complet;[250-500€]
1124;M;20;Oui;Oui;[20k-40k€];Commercial;Minivan;2;4.0;Highly Urban/ Urban;24/01/2022 05:37;complet;[250-500€]
1125;F;6;Oui;Non;[60k-80k€];Commercial;Pickup;0;11.0;z_Highly Rural/ Rural;20/03/2022 04:45;complet;[250-500€]
1126;M;10;Non;Non;[60k-80k€];Private;Pickup;1;12.0;Highly Urban/ Urban;16/03/2022 09:04;complet;[250-500€]
1127;M;19;Non;Non;[0-20k€];Commercial;Minivan;0;11.0;z_Highly Rural/ Rural;15/03/2022 13:46;complet;[250-500€]
1128;F;10;Non;Non;[60k-80k€];Private;z_SUV;0;8.0;z_Highly Rural/ Rural;24/05/2022 16:03;complet;[250-500€]
1129;M;11;Non;Non;[100k+€];Private;z_SUV;4;7.0;Highly Urban/ Urban;26/03/2022 03:48;complet;[250-500€]
1130;F;10;Non;Non;[60k-80k€];Private;z_SUV;5;4.0;Highly Urban/ Urban;28/05/2022 19:05;complet;[250-500€]
1131;F;73;Non;Non;[100k+€];Private;z_SUV;1;12.0;Highly Urban/ Urban;19/04/2022 21:51;complet;[250-500€]
1132;F;36;Non;Non;[20k-40k€];Private;Minivan;0;1.0;Highly Urban/ Urban;04/04/2022 05:24;complet;[250-500€]
1133;F;45;Oui;Non;[60k-80k€];Private;Minivan;3;8.0;Highly Urban/ Urban;25/01/2022 05:14;complet;[250-500€]
1134;F;89;Non;Non;[20k-40k€];Private;z_SUV;1;10.0;z_Highly Rural/ Rural;25/02/2022 17:41;complet;[250-500€]
1135;M;32;Oui;Non;[40k-60k€];Private;z_SUV;0;7.0;Highly Urban/ Urban;07/03/2022 18:50;complet;[250-500€]
1136;F;91;Oui;Non;[20k-40k€];Private;z_SUV;0;12.0;Highly Urban/ Urban;11/05/2022 19:57;complet;[250-500€]
1137;F;66;Non;Non;[20k-40k€];Private;z_SUV;3;0;Highly Urban/ Urban;25/05/2022 05:18;complet;[250-500€]
1138;F;16;Non;Non;[20k-40k€];Private;Sports Car;10;2.0;Highly Urban/ Urban;07/02/2022 06:33;complet;[250-500€]
1139;F;51;Non;Non;[20k-40k€];Private;z_SUV;0;10.0;Highly Urban/ Urban;02/03/2022 22:19;complet;[250-500€]
1140;M;5;Non;Non;[20k-40k€];Private;Pickup;3;1.0;Highly Urban/ Urban;29/04/2022 09:55;complet;[250-500€]
1141;M;72;Oui;Oui;[0-20k€];Private;Sports Car;0;12.0;z_Highly Rural/ Rural;27/02/2022 08:10;complet;[250-500€]
1142;F;73;Non;Non;[20k-40k€];Commercial;Pickup;2;7.0;z_Highly Rural/ Rural;10/02/2022 16:53;complet;[250-500€]
1143;F;68;Non;Non;[100k+€];Private;Pickup;4;22.0;Highly Urban/ Urban;07/05/2022 12:19;complet;[250-500€]
1144;F;84;Oui;Oui;[80k-100k€];Commercial;Panel Truck;0;0;z_Highly Rural/ Rural;19/05/2022 09:28;complet;[250-500€]
1145;M;71;Oui;Non;[0-20k€];Private;Sports Car;2;7.0;Highly Urban/ Urban;24/03/2022 21:00;complet;[250-500€]
1146;M;52;Non;Non;[60k-80k€];Private;Minivan;3;21.0;Highly Urban/ Urban;18/01/2022 09:50;complet;[250-500€]
1147;M;79;Oui;Non;[60k-80k€];Private;z_SUV;7;1.0;Highly Urban/ Urban;14/03/2022 09:34;complet;[250-500€]
1148;F;83;Non;Non;[20k-40k€];Private;z_SUV;0;6.0;z_Highly Rural/ Rural;25/01/2022 07:45;complet;[250-500€]
1149;F;10;Non;Non;[40k-60k€];Private;Minivan;0;7.0;Highly Urban/ Urban;02/05/2022 07:04;complet;[500-750€]
1150;M;72;Non;Non;[60k-80k€];Commercial;Minivan;7;10.0;Highly Urban/ Urban;08/04/2022 04:34;complet;[250-500€]
1151;M;63;Oui;Oui;[20k-40k€];Commercial;Pickup;3;9.0;Highly Urban/ Urban;17/05/2022 12:05;complet;[250-500€]
1152;M;68;Non;Non;[100k+€];Commercial;Panel Truck;5;20.0;Highly Urban/ Urban;20/02/2022 04:37;complet;[250-500€]
1153;M;85;Non;Non;[20k-40k€];Private;z_SUV;1;8.0;z_Highly Rural/ Rural;03/01/2022 02:02;complet;[250-500€]
1154;F;65;Non;Non;[100k+€];Private;Minivan;2;20.0;Highly Urban/ Urban;27/05/2022 05:18;complet;[250-500€]
1155;M;13;Non;Non;[40k-60k€];Private;Minivan;2;1.0;z_Highly Rural/ Rural;22/05/2022 15:08;complet;[250-500€]
1156;F;64;Non;Non;[60k-80k€];Private;Minivan;3;1.0;Highly Urban/ Urban;23/01/2022 01:08;complet;[250-500€]
1157;F;74;Non;Non;[80k-100k€];Commercial;Van;6;4.0;Highly Urban/ Urban;19/01/2022 20:37;complet;[250-500€]
1158;M;91;Non;Oui;[40k-60k€];Private;Minivan;0;1.0;z_Highly Rural/ Rural;08/05/2022 18:08;complet;[250-500€]
